image_id,path,label,generator_family,release_date,generator,crop_path,cnndetection,univfd,dmimagedetection_progan,dmimagedetection_latent,aeroblade,source
COCO2017_train/329939,data/authentic/images/COCO2017_train_329939.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_329939.png,-9.66698169708252,-6.724692344665527,-7.792033672332764,-24.94176483154297,-0.0684814453125,COCO2017_train
COCO2017_train/531045,data/authentic/images/COCO2017_train_531045.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_531045.png,-21.980396270751953,-3.660141468048096,-9.519132614135742,-10.406262397766112,-0.040985107421875,COCO2017_train
COCO2017_train/489267,data/authentic/images/COCO2017_train_489267.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_489267.png,-23.623720169067383,-11.971814155578612,-17.384801864624023,-25.54193115234375,-0.0377197265625,COCO2017_train
COCO2017_val/210030,data/authentic/images/COCO2017_val_210030.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_val_210030.png,-25.800153732299805,-9.089786529541016,-14.646737098693848,-11.535629272460938,-0.048736572265625,COCO2017_val
COCO2017_train/444015,data/authentic/images/COCO2017_train_444015.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_444015.png,-14.71372127532959,-6.965127468109131,-11.451732635498049,-15.37468719482422,-0.03985595703125,COCO2017_train
COCO2017_train/522146,data/authentic/images/COCO2017_train_522146.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_522146.png,-31.046615600585938,-3.669058322906494,-19.040624618530273,-29.208660125732425,-0.040771484375,COCO2017_train
COCO2017_train/559382,data/authentic/images/COCO2017_train_559382.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_559382.png,-23.380596160888672,-10.936911582946776,-35.03856658935547,-42.162498474121094,-0.042633056640625,COCO2017_train
COCO2017_train/481504,data/authentic/images/COCO2017_train_481504.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_481504.png,-28.157745361328125,-12.556192398071287,-16.487783432006836,-36.241512298583984,-0.041107177734375,COCO2017_train
COCO2017_train/122188,data/authentic/images/COCO2017_train_122188.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_122188.png,-22.92601203918457,-9.102561950683594,-6.652067184448242,-6.204753875732422,-0.0328369140625,COCO2017_train
COCO2017_train/519446,data/authentic/images/COCO2017_train_519446.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_519446.png,-22.608665466308594,-7.585097312927246,-9.476778030395508,-16.3186092376709,-0.043670654296875,COCO2017_train
COCO2017_train/513295,data/authentic/images/COCO2017_train_513295.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_513295.png,-13.213543891906738,-4.371264457702637,-13.47338581085205,-20.87489128112793,-0.055206298828125,COCO2017_train
COCO2017_train/348637,data/authentic/images/COCO2017_train_348637.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_348637.png,-41.383766174316406,-11.820661544799805,-30.146238327026367,-32.93456268310547,-0.032745361328125,COCO2017_train
COCO2017_train/561121,data/authentic/images/COCO2017_train_561121.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_561121.png,-24.732133865356445,-8.153875350952148,-37.06380462646485,-24.68996810913086,-0.048797607421875,COCO2017_train
COCO2017_train/523576,data/authentic/images/COCO2017_train_523576.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_523576.png,-14.153367042541504,-8.095309257507324,-10.18903923034668,-18.597007751464844,-0.036590576171875,COCO2017_train
COCO2017_train/107628,data/authentic/images/COCO2017_train_107628.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_107628.png,-29.342622756958008,-4.757445335388184,-23.14727783203125,-27.98126220703125,-0.03582763671875,COCO2017_train
COCO2017_train/329354,data/authentic/images/COCO2017_train_329354.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_329354.png,-27.092348098754883,-6.640469074249268,-28.76675033569336,-19.142534255981445,-0.04095458984375,COCO2017_train
COCO2017_train/326243,data/authentic/images/COCO2017_train_326243.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_326243.png,-31.85902214050293,-3.0417442321777344,-23.73099136352539,-25.45284843444824,-0.0305938720703125,COCO2017_train
COCO2017_train/113294,data/authentic/images/COCO2017_train_113294.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_113294.png,-12.667564392089844,-2.0061914920806885,-4.932003021240234,-18.36713409423828,-0.055938720703125,COCO2017_train
COCO2017_train/16964,data/authentic/images/COCO2017_train_16964.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_16964.png,-12.710288047790527,-3.871418476104736,-35.52556228637695,-40.25271224975586,-0.057464599609375,COCO2017_train
COCO2017_train/468499,data/authentic/images/COCO2017_train_468499.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_468499.png,-15.50452709197998,-6.68457555770874,-38.594974517822266,-50.07426452636719,-0.04473876953125,COCO2017_train
COCO2017_train/397355,data/authentic/images/COCO2017_train_397355.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_397355.png,-24.486875534057617,-7.429940223693848,-23.413976669311523,-27.95333671569824,-0.04833984375,COCO2017_train
COCO2017_train/241329,data/authentic/images/COCO2017_train_241329.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_241329.png,-17.281723022460938,-9.82784938812256,-26.14805793762207,-28.95574951171875,-0.039337158203125,COCO2017_train
COCO2017_val/370486,data/authentic/images/COCO2017_val_370486.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_val_370486.png,-30.52593231201172,-5.923677444458008,-28.167156219482425,-22.85300636291504,-0.038818359375,COCO2017_val
COCO2017_train/384804,data/authentic/images/COCO2017_train_384804.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_384804.png,-10.69750690460205,-7.293168544769287,-15.292454719543455,-36.4549674987793,-0.05364990234375,COCO2017_train
COCO2017_train/40219,data/authentic/images/COCO2017_train_40219.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_40219.png,-15.497977256774902,-7.046640396118164,-33.198486328125,-20.951412200927734,-0.024658203125,COCO2017_train
COCO2017_train/295199,data/authentic/images/COCO2017_train_295199.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_295199.png,-22.160812377929688,-5.392187118530273,-11.677863121032717,-13.663580894470217,-0.039337158203125,COCO2017_train
COCO2017_train/117418,data/authentic/images/COCO2017_train_117418.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_117418.png,-30.14066696166992,-8.049420356750488,-31.06862449645996,-34.69542694091797,-0.03326416015625,COCO2017_train
COCO2017_train/460353,data/authentic/images/COCO2017_train_460353.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_460353.png,-30.307336807250977,-9.155261039733888,-37.129295349121094,-40.57146072387695,-0.052337646484375,COCO2017_train
COCO2017_train/104327,data/authentic/images/COCO2017_train_104327.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_104327.png,-29.51935577392578,-3.9876437187194824,-40.456398010253906,-42.975379943847656,-0.03668212890625,COCO2017_train
COCO2017_train/203462,data/authentic/images/COCO2017_train_203462.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_203462.png,-0.1756026595830917,-6.45529842376709,-16.667469024658203,-32.727657318115234,-0.06451416015625,COCO2017_train
COCO2017_train/383890,data/authentic/images/COCO2017_train_383890.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_383890.png,-38.50686264038086,-8.176508903503418,-15.478581428527832,-12.4029541015625,-0.0287933349609375,COCO2017_train
COCO2017_train/394159,data/authentic/images/COCO2017_train_394159.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_394159.png,-13.591657638549805,-6.910167694091797,-14.524849891662598,-25.76332092285156,-0.062408447265625,COCO2017_train
COCO2017_train/409206,data/authentic/images/COCO2017_train_409206.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_409206.png,-6.2040181159973145,1.5413113832473757,-1.8678042888641355,-0.9136916995048524,-0.0274810791015625,COCO2017_train
COCO2017_train/546095,data/authentic/images/COCO2017_train_546095.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_546095.png,-11.9130859375,-6.3542609214782715,-6.147274971008301,-29.141437530517575,-0.06658935546875,COCO2017_train
COCO2017_train/109894,data/authentic/images/COCO2017_train_109894.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_109894.png,-12.650520324707031,-10.43376350402832,-31.129405975341797,-27.56139755249023,-0.048431396484375,COCO2017_train
COCO2017_train/31666,data/authentic/images/COCO2017_train_31666.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_31666.png,-28.386390686035156,-5.819240093231201,-36.677955627441406,-26.72235679626465,-0.047271728515625,COCO2017_train
COCO2017_train/475306,data/authentic/images/COCO2017_train_475306.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_475306.png,-35.448421478271484,-11.795360565185549,-28.020206451416016,-31.384130477905273,-0.04144287109375,COCO2017_train
COCO2017_train/305724,data/authentic/images/COCO2017_train_305724.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_305724.png,-24.462465286254883,-5.70735502243042,-7.370999813079834,-12.111873626708984,-0.03521728515625,COCO2017_train
COCO2017_val/190853,data/authentic/images/COCO2017_val_190853.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_val_190853.png,-11.756058692932127,-7.730949401855469,-11.86085319519043,-14.207648277282717,-0.0435791015625,COCO2017_val
COCO2017_train/507237,data/authentic/images/COCO2017_train_507237.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_507237.png,-28.337541580200195,-10.73979949951172,-34.617855072021484,-31.086549758911133,-0.044830322265625,COCO2017_train
COCO2017_train/263042,data/authentic/images/COCO2017_train_263042.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_263042.png,-17.83766746520996,-5.169630527496338,-18.06397247314453,-15.206501960754396,-0.045166015625,COCO2017_train
COCO2017_train/180083,data/authentic/images/COCO2017_train_180083.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_180083.png,-23.25858497619629,-8.312920570373535,-15.366174697875977,-22.862035751342773,-0.056610107421875,COCO2017_train
COCO2017_train/413090,data/authentic/images/COCO2017_train_413090.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_413090.png,-24.325416564941406,-7.267573356628418,-32.82430648803711,-23.364744186401367,-0.0231781005859375,COCO2017_train
COCO2017_train/535795,data/authentic/images/COCO2017_train_535795.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_535795.png,-28.55307388305664,-8.165781021118164,-16.53929901123047,-16.399553298950195,-0.02410888671875,COCO2017_train
COCO2017_train/487507,data/authentic/images/COCO2017_train_487507.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_487507.png,-21.752042770385746,-4.553009510040283,-10.36044979095459,-14.878443717956545,-0.04718017578125,COCO2017_train
COCO2017_train/563858,data/authentic/images/COCO2017_train_563858.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_563858.png,-15.189530372619627,-6.004106521606445,-22.110864639282227,-36.706905364990234,-0.061248779296875,COCO2017_train
COCO2017_train/511301,data/authentic/images/COCO2017_train_511301.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_511301.png,-28.322296142578125,-9.29746150970459,-22.45664978027344,-24.12273406982422,-0.034912109375,COCO2017_train
COCO2017_train/134770,data/authentic/images/COCO2017_train_134770.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_134770.png,-20.755945205688477,-8.90217113494873,-46.683860778808594,-45.84939956665039,-0.029052734375,COCO2017_train
COCO2017_train/403506,data/authentic/images/COCO2017_train_403506.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_403506.png,-19.46324920654297,-6.3827595710754395,-6.784303188323975,-16.808063507080078,-0.04913330078125,COCO2017_train
COCO2017_train/49165,data/authentic/images/COCO2017_train_49165.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_49165.png,-38.01335144042969,-7.34366512298584,-19.126365661621097,-28.312402725219727,-0.0535888671875,COCO2017_train
COCO2017_train/550944,data/authentic/images/COCO2017_train_550944.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_550944.png,-26.729564666748047,-12.42972183227539,-36.5817985534668,-48.788124084472656,-0.0501708984375,COCO2017_train
COCO2017_train/105026,data/authentic/images/COCO2017_train_105026.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_105026.png,-12.208081245422363,-5.9299635887146,-13.437084197998049,-24.178203582763672,-0.05169677734375,COCO2017_train
COCO2017_train/63036,data/authentic/images/COCO2017_train_63036.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_63036.png,-21.10797882080078,-3.857638359069824,-17.234575271606445,-34.02206802368164,-0.050140380859375,COCO2017_train
COCO2017_val/336628,data/authentic/images/COCO2017_val_336628.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_val_336628.png,-27.197912216186523,-5.3846211433410645,-30.070228576660156,-25.13815689086914,-0.042633056640625,COCO2017_val
COCO2017_train/344720,data/authentic/images/COCO2017_train_344720.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_344720.png,-23.28225326538086,-9.10351848602295,-35.59708023071289,-32.94767761230469,-0.04058837890625,COCO2017_train
COCO2017_train/148852,data/authentic/images/COCO2017_train_148852.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_148852.png,-26.205493927001953,-12.61690616607666,-34.02159118652344,-35.4882698059082,-0.031585693359375,COCO2017_train
COCO2017_train/570760,data/authentic/images/COCO2017_train_570760.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_570760.png,-26.9940185546875,-4.672091960906982,-24.137104034423828,-25.212650299072266,-0.0511474609375,COCO2017_train
COCO2017_train/96505,data/authentic/images/COCO2017_train_96505.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_96505.png,-30.997732162475582,-5.710282802581787,-20.88951873779297,-18.88927459716797,-0.0419921875,COCO2017_train
COCO2017_train/239120,data/authentic/images/COCO2017_train_239120.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_239120.png,-20.862974166870117,-5.183474063873291,-11.917473793029783,-14.201627731323242,-0.0275726318359375,COCO2017_train
COCO2017_train/274538,data/authentic/images/COCO2017_train_274538.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_274538.png,-10.579611778259276,-8.688693046569824,-9.681300163269045,-11.595561981201172,-0.0269775390625,COCO2017_train
COCO2017_train/419697,data/authentic/images/COCO2017_train_419697.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_419697.png,-35.81851577758789,-10.164957046508787,-45.087554931640625,-39.58489990234375,-0.039825439453125,COCO2017_train
COCO2017_train/451196,data/authentic/images/COCO2017_train_451196.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_451196.png,-31.681732177734375,-6.454636573791504,-26.72768783569336,-36.098114013671875,-0.05364990234375,COCO2017_train
COCO2017_train/128475,data/authentic/images/COCO2017_train_128475.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_128475.png,-11.532598495483398,-8.085212707519531,-12.057103157043455,-15.099695205688477,-0.04632568359375,COCO2017_train
COCO2017_train/503605,data/authentic/images/COCO2017_train_503605.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_503605.png,-22.85506820678711,-7.500851154327393,-24.397077560424805,-13.82942008972168,-0.021484375,COCO2017_train
COCO2017_train/232165,data/authentic/images/COCO2017_train_232165.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_232165.png,-12.661450386047363,-12.20486545562744,-24.79457664489746,-25.146228790283203,-0.042572021484375,COCO2017_train
COCO2017_train/32818,data/authentic/images/COCO2017_train_32818.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_32818.png,-18.952320098876953,-7.751277923583984,-20.15326499938965,-23.784175872802734,-0.04937744140625,COCO2017_train
COCO2017_train/5459,data/authentic/images/COCO2017_train_5459.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_5459.png,-37.63835906982422,-5.3994832038879395,-18.91695976257324,-13.780444145202637,-0.033721923828125,COCO2017_train
COCO2017_train/354059,data/authentic/images/COCO2017_train_354059.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_354059.png,-38.58548355102539,-7.454269409179688,-24.205371856689453,-21.79572105407715,-0.033599853515625,COCO2017_train
COCO2017_train/426088,data/authentic/images/COCO2017_train_426088.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_426088.png,-33.4855842590332,-7.542206287384033,-17.020828247070312,-14.960187911987305,-0.0298919677734375,COCO2017_train
COCO2017_train/343135,data/authentic/images/COCO2017_train_343135.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_343135.png,-25.13898277282715,-8.584813117980957,-15.190943717956545,-24.1547908782959,-0.0311126708984375,COCO2017_train
COCO2017_train/571503,data/authentic/images/COCO2017_train_571503.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_571503.png,-25.586483001708984,-10.591035842895508,-20.627519607543945,-17.7618350982666,-0.0263519287109375,COCO2017_train
COCO2017_train/446783,data/authentic/images/COCO2017_train_446783.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_446783.png,-27.732879638671875,-7.051805019378662,-19.52032470703125,-31.12830352783203,-0.05517578125,COCO2017_train
COCO2017_train/20769,data/authentic/images/COCO2017_train_20769.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_20769.png,-23.653553009033203,-12.125822067260742,-19.687442779541016,-21.39889144897461,-0.05145263671875,COCO2017_train
COCO2017_train/163565,data/authentic/images/COCO2017_train_163565.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_163565.png,-25.128368377685547,-8.584569931030273,-17.686555862426758,-16.827688217163086,-0.034820556640625,COCO2017_train
COCO2017_train/144345,data/authentic/images/COCO2017_train_144345.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_144345.png,-44.83040237426758,-9.652161598205566,-20.15642547607422,-19.25246238708496,-0.032806396484375,COCO2017_train
COCO2017_train/559301,data/authentic/images/COCO2017_train_559301.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_559301.png,-25.549854278564453,-2.50347900390625,-18.094411849975582,-28.57954978942871,-0.05322265625,COCO2017_train
COCO2017_train/257198,data/authentic/images/COCO2017_train_257198.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_257198.png,-28.057132720947266,-5.075813293457031,-23.351503372192383,-17.071224212646484,-0.0343017578125,COCO2017_train
COCO2017_train/359925,data/authentic/images/COCO2017_train_359925.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_359925.png,-24.729026794433594,-6.9045796394348145,-30.450193405151367,-33.40043640136719,-0.04144287109375,COCO2017_train
COCO2017_train/210134,data/authentic/images/COCO2017_train_210134.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_210134.png,-16.077003479003906,-4.140233039855957,-20.15579605102539,-21.672473907470703,-0.034454345703125,COCO2017_train
COCO2017_train/574280,data/authentic/images/COCO2017_train_574280.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_574280.png,-25.703105926513672,-11.844773292541504,-41.973636627197266,-40.443965911865234,-0.045440673828125,COCO2017_train
COCO2017_train/374033,data/authentic/images/COCO2017_train_374033.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_374033.png,-28.931285858154297,-6.573934078216553,-29.672155380249023,-28.07524299621582,-0.034698486328125,COCO2017_train
COCO2017_train/236260,data/authentic/images/COCO2017_train_236260.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_236260.png,-29.17049217224121,-6.129846096038818,-17.975990295410156,-17.85988998413086,-0.0305938720703125,COCO2017_train
COCO2017_train/409674,data/authentic/images/COCO2017_train_409674.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_409674.png,-17.286972045898438,-5.913252353668213,-29.38553047180176,-28.449443817138672,-0.040130615234375,COCO2017_train
COCO2017_train/397997,data/authentic/images/COCO2017_train_397997.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_397997.png,-26.582048416137695,-8.820595741271973,-24.669347763061523,-28.09663772583008,-0.034759521484375,COCO2017_train
COCO2017_train/339211,data/authentic/images/COCO2017_train_339211.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_339211.png,-28.23427963256836,-7.467949867248535,-32.113670349121094,-36.39158248901367,-0.035003662109375,COCO2017_train
COCO2017_train/451798,data/authentic/images/COCO2017_train_451798.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_451798.png,-28.90612030029297,-7.873217582702637,-44.0378303527832,-43.891456604003906,-0.052886962890625,COCO2017_train
COCO2017_train/45678,data/authentic/images/COCO2017_train_45678.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_45678.png,-27.704389572143555,-6.876219272613525,-22.40757179260254,-33.73185729980469,-0.053070068359375,COCO2017_train
COCO2017_train/30289,data/authentic/images/COCO2017_train_30289.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_30289.png,-19.806713104248047,-3.2283244132995605,-8.308197975158691,-10.681364059448242,-0.0355224609375,COCO2017_train
COCO2017_train/45535,data/authentic/images/COCO2017_train_45535.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_45535.png,-21.61155128479004,-8.997570991516113,-12.58656406402588,-20.26811790466309,-0.053436279296875,COCO2017_train
COCO2017_train/448694,data/authentic/images/COCO2017_train_448694.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_448694.png,-18.131641387939453,-4.4677886962890625,-24.62464714050293,-30.883869171142575,-0.053375244140625,COCO2017_train
COCO2017_train/493212,data/authentic/images/COCO2017_train_493212.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_493212.png,-18.445053100585938,-12.79358196258545,-15.02164363861084,-11.45107078552246,-0.0408935546875,COCO2017_train
COCO2017_train/285649,data/authentic/images/COCO2017_train_285649.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_285649.png,-48.258487701416016,-10.755277633666992,-33.9837760925293,-36.9416618347168,-0.033905029296875,COCO2017_train
COCO2017_train/360,data/authentic/images/COCO2017_train_360.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_360.png,-23.696924209594727,-8.755782127380371,-24.73794937133789,-20.958345413208008,-0.03619384765625,COCO2017_train
COCO2017_train/490979,data/authentic/images/COCO2017_train_490979.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_490979.png,-33.25583267211914,-6.24006462097168,-33.175254821777344,-48.40398788452149,-0.052001953125,COCO2017_train
COCO2017_train/42682,data/authentic/images/COCO2017_train_42682.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_42682.png,-8.511981964111328,-11.306442260742188,-20.75435256958008,-36.33707046508789,-0.053497314453125,COCO2017_train
COCO2017_train/346849,data/authentic/images/COCO2017_train_346849.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_346849.png,-19.372852325439453,-4.870986461639404,-13.642396926879885,-23.799232482910156,-0.0411376953125,COCO2017_train
COCO2017_train/3992,data/authentic/images/COCO2017_train_3992.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_3992.png,-7.701055526733398,-7.5738348960876465,-11.702712059020996,-15.036930084228516,-0.03179931640625,COCO2017_train
COCO2017_train/420070,data/authentic/images/COCO2017_train_420070.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_420070.png,-1.3488487005233765,-1.7025951147079468,0.0003007568302564,-3.7792117595672607,-0.0164947509765625,COCO2017_train
COCO2017_train/314408,data/authentic/images/COCO2017_train_314408.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_314408.png,-35.35651779174805,-4.540625095367432,-33.480308532714844,-38.11814498901367,-0.041168212890625,COCO2017_train
COCO2017_train/533381,data/authentic/images/COCO2017_train_533381.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_533381.png,-14.515999794006348,-4.052637100219727,-16.60504722595215,-16.939897537231445,-0.044647216796875,COCO2017_train
COCO2017_val/255917,data/authentic/images/COCO2017_val_255917.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_val_255917.png,-37.61349868774414,-10.028098106384276,-35.689212799072266,-36.39127349853515,-0.059814453125,COCO2017_val
COCO2017_train/578168,data/authentic/images/COCO2017_train_578168.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_578168.png,-22.28390884399414,-5.356941223144531,-28.159337997436523,-22.281030654907227,-0.0340576171875,COCO2017_train
