image_id,path,label,generator_family,release_date,generator,crop_path
COCO2017_train/326243,data/authentic/images/COCO2017_train_326243.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_326243.png
COCO2017_train/113294,data/authentic/images/COCO2017_train_113294.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_113294.png
COCO2017_train/16964,data/authentic/images/COCO2017_train_16964.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_16964.png
COCO2017_train/468499,data/authentic/images/COCO2017_train_468499.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_468499.png
COCO2017_train/397355,data/authentic/images/COCO2017_train_397355.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_397355.png
COCO2017_train/241329,data/authentic/images/COCO2017_train_241329.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_241329.png
COCO2017_val/370486,data/authentic/images/COCO2017_val_370486.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_val_370486.png
COCO2017_train/384804,data/authentic/images/COCO2017_train_384804.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_384804.png
COCO2017_train/40219,data/authentic/images/COCO2017_train_40219.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_40219.png
COCO2017_train/295199,data/authentic/images/COCO2017_train_295199.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_295199.png
COCO2017_train/117418,data/authentic/images/COCO2017_train_117418.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_117418.png
COCO2017_train/460353,data/authentic/images/COCO2017_train_460353.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_460353.png
COCO2017_train/104327,data/authentic/images/COCO2017_train_104327.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_104327.png
COCO2017_train/203462,data/authentic/images/COCO2017_train_203462.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_203462.png
COCO2017_train/383890,data/authentic/images/COCO2017_train_383890.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_383890.png
COCO2017_train/394159,data/authentic/images/COCO2017_train_394159.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_394159.png
COCO2017_train/409206,data/authentic/images/COCO2017_train_409206.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_409206.png
COCO2017_train/546095,data/authentic/images/COCO2017_train_546095.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_546095.png
COCO2017_train/109894,data/authentic/images/COCO2017_train_109894.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_109894.png
COCO2017_train/31666,data/authentic/images/COCO2017_train_31666.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_31666.png
COCO2017_train/475306,data/authentic/images/COCO2017_train_475306.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_475306.png
COCO2017_train/305724,data/authentic/images/COCO2017_train_305724.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_305724.png
COCO2017_val/190853,data/authentic/images/COCO2017_val_190853.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_val_190853.png
COCO2017_train/507237,data/authentic/images/COCO2017_train_507237.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_507237.png
COCO2017_train/263042,data/authentic/images/COCO2017_train_263042.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_263042.png
COCO2017_train/180083,data/authentic/images/COCO2017_train_180083.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_180083.png
COCO2017_train/413090,data/authentic/images/COCO2017_train_413090.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_413090.png
COCO2017_train/535795,data/authentic/images/COCO2017_train_535795.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_535795.png
COCO2017_train/487507,data/authentic/images/COCO2017_train_487507.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_487507.png
COCO2017_train/563858,data/authentic/images/COCO2017_train_563858.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_563858.png
COCO2017_train/511301,data/authentic/images/COCO2017_train_511301.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_511301.png
COCO2017_train/134770,data/authentic/images/COCO2017_train_134770.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_134770.png
COCO2017_train/403506,data/authentic/images/COCO2017_train_403506.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_403506.png
COCO2017_train/49165,data/authentic/images/COCO2017_train_49165.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_49165.png
COCO2017_train/550944,data/authentic/images/COCO2017_train_550944.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_550944.png
COCO2017_train/105026,data/authentic/images/COCO2017_train_105026.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_105026.png
COCO2017_train/63036,data/authentic/images/COCO2017_train_63036.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_63036.png
COCO2017_val/336628,data/authentic/images/COCO2017_val_336628.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_val_336628.png
COCO2017_train/344720,data/authentic/images/COCO2017_train_344720.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_344720.png
COCO2017_train/148852,data/authentic/images/COCO2017_train_148852.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_148852.png
COCO2017_train/570760,data/authentic/images/COCO2017_train_570760.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_570760.png
COCO2017_train/96505,data/authentic/images/COCO2017_train_96505.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_96505.png
COCO2017_train/239120,data/authentic/images/COCO2017_train_239120.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_239120.png
COCO2017_train/274538,data/authentic/images/COCO2017_train_274538.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_274538.png
COCO2017_train/419697,data/authentic/images/COCO2017_train_419697.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_419697.png
COCO2017_train/451196,data/authentic/images/COCO2017_train_451196.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_451196.png
COCO2017_train/128475,data/authentic/images/COCO2017_train_128475.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_128475.png
COCO2017_train/503605,data/authentic/images/COCO2017_train_503605.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_503605.png
COCO2017_train/232165,data/authentic/images/COCO2017_train_232165.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_232165.png
COCO2017_train/32818,data/authentic/images/COCO2017_train_32818.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_32818.png
COCO2017_train/5459,data/authentic/images/COCO2017_train_5459.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_5459.png
COCO2017_train/354059,data/authentic/images/COCO2017_train_354059.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_354059.png
COCO2017_train/426088,data/authentic/images/COCO2017_train_426088.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_426088.png
COCO2017_train/343135,data/authentic/images/COCO2017_train_343135.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_343135.png
COCO2017_train/571503,data/authentic/images/COCO2017_train_571503.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_571503.png
COCO2017_train/446783,data/authentic/images/COCO2017_train_446783.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_446783.png
COCO2017_train/20769,data/authentic/images/COCO2017_train_20769.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_20769.png
COCO2017_train/163565,data/authentic/images/COCO2017_train_163565.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_163565.png
COCO2017_train/144345,data/authentic/images/COCO2017_train_144345.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_144345.png
COCO2017_train/559301,data/authentic/images/COCO2017_train_559301.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_559301.png
COCO2017_train/257198,data/authentic/images/COCO2017_train_257198.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_257198.png
COCO2017_train/359925,data/authentic/images/COCO2017_train_359925.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_359925.png
COCO2017_train/210134,data/authentic/images/COCO2017_train_210134.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_210134.png
COCO2017_train/574280,data/authentic/images/COCO2017_train_574280.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_574280.png
COCO2017_train/374033,data/authentic/images/COCO2017_train_374033.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_374033.png
COCO2017_train/236260,data/authentic/images/COCO2017_train_236260.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_236260.png
COCO2017_train/409674,data/authentic/images/COCO2017_train_409674.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_409674.png
COCO2017_train/397997,data/authentic/images/COCO2017_train_397997.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_397997.png
COCO2017_train/339211,data/authentic/images/COCO2017_train_339211.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_339211.png
COCO2017_train/451798,data/authentic/images/COCO2017_train_451798.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_451798.png
COCO2017_train/45678,data/authentic/images/COCO2017_train_45678.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_45678.png
COCO2017_train/30289,data/authentic/images/COCO2017_train_30289.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_30289.png
COCO2017_train/45535,data/authentic/images/COCO2017_train_45535.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_45535.png
COCO2017_train/448694,data/authentic/images/COCO2017_train_448694.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_448694.png
COCO2017_train/493212,data/authentic/images/COCO2017_train_493212.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_493212.png
COCO2017_train/285649,data/authentic/images/COCO2017_train_285649.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_285649.png
COCO2017_train/360,data/authentic/images/COCO2017_train_360.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_360.png
COCO2017_train/490979,data/authentic/images/COCO2017_train_490979.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_490979.png
COCO2017_train/42682,data/authentic/images/COCO2017_train_42682.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_42682.png
COCO2017_train/346849,data/authentic/images/COCO2017_train_346849.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_346849.png
COCO2017_train/3992,data/authentic/images/COCO2017_train_3992.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_3992.png
COCO2017_train/420070,data/authentic/images/COCO2017_train_420070.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_420070.png
COCO2017_train/314408,data/authentic/images/COCO2017_train_314408.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_314408.png
COCO2017_train/533381,data/authentic/images/COCO2017_train_533381.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_533381.png
COCO2017_val/255917,data/authentic/images/COCO2017_val_255917.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_val_255917.png
COCO2017_train/578168,data/authentic/images/COCO2017_train_578168.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_578168.png
COCO2017_train/496090,data/authentic/images/COCO2017_train_496090.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_496090.png
COCO2017_train/421223,data/authentic/images/COCO2017_train_421223.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_421223.png
COCO2017_train/71677,data/authentic/images/COCO2017_train_71677.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_71677.png
COCO2017_val/130599,data/authentic/images/COCO2017_val_130599.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_val_130599.png
COCO2017_train/343860,data/authentic/images/COCO2017_train_343860.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_343860.png
COCO2017_train/361341,data/authentic/images/COCO2017_train_361341.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_361341.png
COCO2017_val/110972,data/authentic/images/COCO2017_val_110972.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_val_110972.png
COCO2017_train/284042,data/authentic/images/COCO2017_train_284042.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_284042.png
COCO2017_train/565684,data/authentic/images/COCO2017_train_565684.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_565684.png
COCO2017_train/496253,data/authentic/images/COCO2017_train_496253.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_496253.png
COCO2017_train/427692,data/authentic/images/COCO2017_train_427692.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_427692.png
COCO2017_train/341040,data/authentic/images/COCO2017_train_341040.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_341040.png
COCO2017_train/94156,data/authentic/images/COCO2017_train_94156.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_94156.png
COCO2017_train/304691,data/authentic/images/COCO2017_train_304691.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_304691.png
COCO2017_train/279849,data/authentic/images/COCO2017_train_279849.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_279849.png
COCO2017_train/69021,data/authentic/images/COCO2017_train_69021.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_69021.png
COCO2017_train/75101,data/authentic/images/COCO2017_train_75101.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_75101.png
COCO2017_val/491071,data/authentic/images/COCO2017_val_491071.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_val_491071.png
COCO2017_train/452819,data/authentic/images/COCO2017_train_452819.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_452819.png
COCO2017_train/268670,data/authentic/images/COCO2017_train_268670.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_268670.png
COCO2017_train/33717,data/authentic/images/COCO2017_train_33717.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_33717.png
COCO2017_train/413202,data/authentic/images/COCO2017_train_413202.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_413202.png
COCO2017_train/521196,data/authentic/images/COCO2017_train_521196.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_521196.png
COCO2017_train/323820,data/authentic/images/COCO2017_train_323820.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_323820.png
COCO2017_train/219174,data/authentic/images/COCO2017_train_219174.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_219174.png
COCO2017_train/469770,data/authentic/images/COCO2017_train_469770.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_469770.png
COCO2017_train/225238,data/authentic/images/COCO2017_train_225238.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_225238.png
COCO2017_train/314647,data/authentic/images/COCO2017_train_314647.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_314647.png
COCO2017_train/160866,data/authentic/images/COCO2017_train_160866.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_160866.png
COCO2017_train/93175,data/authentic/images/COCO2017_train_93175.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_93175.png
COCO2017_train/14248,data/authentic/images/COCO2017_train_14248.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_14248.png
COCO2017_train/274334,data/authentic/images/COCO2017_train_274334.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_274334.png
COCO2017_train/351382,data/authentic/images/COCO2017_train_351382.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_351382.png
COCO2017_train/33295,data/authentic/images/COCO2017_train_33295.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_33295.png
COCO2017_train/62313,data/authentic/images/COCO2017_train_62313.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_62313.png
COCO2017_train/65087,data/authentic/images/COCO2017_train_65087.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_65087.png
COCO2017_train/256189,data/authentic/images/COCO2017_train_256189.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_256189.png
COCO2017_train/234967,data/authentic/images/COCO2017_train_234967.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_234967.png
COCO2017_train/490160,data/authentic/images/COCO2017_train_490160.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_490160.png
COCO2017_train/490469,data/authentic/images/COCO2017_train_490469.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_490469.png
COCO2017_train/447224,data/authentic/images/COCO2017_train_447224.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_447224.png
COCO2017_train/308792,data/authentic/images/COCO2017_train_308792.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_308792.png
COCO2017_train/557127,data/authentic/images/COCO2017_train_557127.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_557127.png
COCO2017_train/510395,data/authentic/images/COCO2017_train_510395.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_510395.png
COCO2017_train/326098,data/authentic/images/COCO2017_train_326098.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_326098.png
COCO2017_train/369369,data/authentic/images/COCO2017_train_369369.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_369369.png
COCO2017_train/556540,data/authentic/images/COCO2017_train_556540.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_556540.png
COCO2017_train/387513,data/authentic/images/COCO2017_train_387513.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_387513.png
COCO2017_train/174712,data/authentic/images/COCO2017_train_174712.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_174712.png
COCO2017_train/152649,data/authentic/images/COCO2017_train_152649.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_152649.png
COCO2017_train/552650,data/authentic/images/COCO2017_train_552650.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_552650.png
COCO2017_train/92601,data/authentic/images/COCO2017_train_92601.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_92601.png
COCO2017_train/148286,data/authentic/images/COCO2017_train_148286.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_148286.png
COCO2017_train/200272,data/authentic/images/COCO2017_train_200272.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_200272.png
COCO2017_train/174358,data/authentic/images/COCO2017_train_174358.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_174358.png
COCO2017_train/338529,data/authentic/images/COCO2017_train_338529.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_338529.png
COCO2017_train/203371,data/authentic/images/COCO2017_train_203371.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_203371.png
COCO2017_train/539891,data/authentic/images/COCO2017_train_539891.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_539891.png
COCO2017_train/316671,data/authentic/images/COCO2017_train_316671.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_316671.png
COCO2017_train/72850,data/authentic/images/COCO2017_train_72850.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_72850.png
COCO2017_train/412842,data/authentic/images/COCO2017_train_412842.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_412842.png
COCO2017_train/367096,data/authentic/images/COCO2017_train_367096.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_367096.png
COCO2017_train/163457,data/authentic/images/COCO2017_train_163457.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_163457.png
COCO2017_train/419666,data/authentic/images/COCO2017_train_419666.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_419666.png
COCO2017_train/437951,data/authentic/images/COCO2017_train_437951.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_437951.png
COCO2017_train/230892,data/authentic/images/COCO2017_train_230892.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_230892.png
COCO2017_train/406230,data/authentic/images/COCO2017_train_406230.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_406230.png
COCO2017_train/125188,data/authentic/images/COCO2017_train_125188.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_125188.png
COCO2017_train/212027,data/authentic/images/COCO2017_train_212027.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_212027.png
COCO2017_train/574940,data/authentic/images/COCO2017_train_574940.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_574940.png
COCO2017_train/362567,data/authentic/images/COCO2017_train_362567.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_362567.png
COCO2017_train/73567,data/authentic/images/COCO2017_train_73567.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_73567.png
COCO2017_train/364157,data/authentic/images/COCO2017_train_364157.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_364157.png
COCO2017_train/416981,data/authentic/images/COCO2017_train_416981.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_416981.png
COCO2017_train/177939,data/authentic/images/COCO2017_train_177939.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_177939.png
COCO2017_train/251249,data/authentic/images/COCO2017_train_251249.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_251249.png
COCO2017_train/284366,data/authentic/images/COCO2017_train_284366.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_284366.png
COCO2017_train/535302,data/authentic/images/COCO2017_train_535302.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_535302.png
COCO2017_train/326937,data/authentic/images/COCO2017_train_326937.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_326937.png
COCO2017_train/544481,data/authentic/images/COCO2017_train_544481.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_544481.png
COCO2017_train/294005,data/authentic/images/COCO2017_train_294005.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_294005.png
COCO2017_train/323934,data/authentic/images/COCO2017_train_323934.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_323934.png
COCO2017_train/302470,data/authentic/images/COCO2017_train_302470.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_302470.png
COCO2017_train/277857,data/authentic/images/COCO2017_train_277857.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_277857.png
COCO2017_train/544216,data/authentic/images/COCO2017_train_544216.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_544216.png
COCO2017_train/270460,data/authentic/images/COCO2017_train_270460.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_270460.png
COCO2017_train/33888,data/authentic/images/COCO2017_train_33888.jpg,0,authentic,,,data/preprocessed/crop200_align16/COCO2017_train_33888.png
